iter	Logloss
186	0.4390124316
187	0.4382660222
188	0.4373189972
189	0.436466454
190	0.4360794947
191	0.4348079581
192	0.4341703469
193	0.4339356212
194	0.4335957718
195	0.4329763593
196	0.4314395561
197	0.4289090443
198	0.4282973447
199	0.427992329
200	0.4276510518
201	0.4268607669
202	0.4244021324
203	0.4229078174
204	0.4220470598
205	0.4213281611
206	0.4210242447
207	0.4200921321
208	0.4197051341
209	0.4178403667
210	0.4174991083
211	0.4171354598
212	0.4168446082
213	0.4163341748
214	0.4157992508
215	0.4150926511
216	0.4148565835
217	0.4145435143
218	0.413924076
219	0.4134474846
220	0.4131044813
221	0.4129507085
222	0.4127094955
223	0.4121714142
224	0.4112030174
225	0.4106647895
226	0.4096250245
227	0.4091831402
228	0.4087513914
229	0.4080020826
230	0.407676126
231	0.4070533244
232	0.4067032198
233	0.4065246995
234	0.4058502276
235	0.4056018394
236	0.405013293
237	0.4029021567
238	0.4026337316
239	0.4020031221
240	0.4014001276
241	0.4011314174
242	0.4003348048
243	0.3997782215
244	0.3995967418
245	0.3990869307
246	0.3985784884
247	0.397846589
248	0.3972414854
249	0.3966223646
250	0.3960827589
251	0.3953701539
252	0.394688732
253	0.3941201992
254	0.393834343
255	0.3933238089
256	0.3930863874
257	0.3925885201
258	0.3922360641
259	0.3915636891
260	0.3906070215
261	0.3900767129
262	0.3885459853
263	0.3883250008
264	0.3868565556
265	0.3864420455
266	0.3863186319
267	0.3860167557
268	0.3850733069
269	0.3845643824
270	0.3844536537
271	0.3842471242
272	0.3839032954
273	0.38367061
274	0.3832371256
275	0.382615326
276	0.3819683762
277	0.3815111584
278	0.3802546846
279	0.3795944325
280	0.3791562746
281	0.3783740182
282	0.3782406803
283	0.3778433135
284	0.3773689971
285	0.377230543
286	0.3769368791
287	0.37662573
288	0.3761996226
289	0.3753666171
290	0.3752155579
291	0.3741179924
292	0.3736537446
293	0.3733764763
294	0.3726475893
295	0.3718988328
296	0.3711744494
297	0.3710450033
298	0.3707429102
299	0.3705126677
300	0.3698457521
301	0.3697134169
302	0.3691848622
303	0.3689804427
304	0.3687797878
305	0.3685451531
306	0.3684522851
307	0.3681484182
308	0.36804708
309	0.3674534401
310	0.3672482397
311	0.3668460776
312	0.3667386221
313	0.366281492
314	0.3655329704
315	0.3642520605
316	0.3641409068
317	0.3635430963
318	0.3624624711
319	0.3618991299
320	0.3618106222
321	0.3617227285
322	0.3616261558
323	0.3605655084
324	0.3601078842
325	0.3595569869
326	0.3594426147
327	0.3589354148
328	0.3584338336
329	0.3581732872
330	0.3575687111
331	0.3569072202
332	0.3565699955
333	0.356475147
334	0.3558592418
335	0.3555890319
336	0.3552392497
337	0.3551320437
338	0.354920021
339	0.3546747234
340	0.3544153842
341	0.3543457771
342	0.3537737504
343	0.3530274674
344	0.3524681333
345	0.3523780084
346	0.352063153
347	0.3519630679
348	0.3518850744
349	0.3518110037
350	0.3517279648
351	0.3516415797
352	0.351543474
353	0.3512196592
354	0.3500464308
355	0.3498766984
356	0.3493335926
357	0.3487599616
358	0.3486955435
359	0.3482665413
360	0.3473944407
361	0.347329493
362	0.3469602962
363	0.3461059019
364	0.3459825244
365	0.3452470834
366	0.3451738657
367	0.3442458447
368	0.3439536793
369	0.343599649
370	0.3427077435
371	0.3425303518
372	0.3422580991
373	0.3419969367
374	0.3414790829
375	0.3412490345
376	0.3410006986
377	0.3402190082
378	0.3394680775
379	0.339393714
380	0.3386886845
381	0.3382370151
382	0.3377800383
383	0.3369429685
384	0.3365339569
385	0.336293319
386	0.335520349
387	0.3348722078
388	0.3340252048
389	0.3337247563
390	0.333243466
391	0.3331648672
392	0.3323832141
393	0.3315851004
394	0.3313095183
395	0.3309768559
396	0.3302253121
397	0.3295824936
398	0.3289149826
399	0.3286722401
400	0.3284759739
401	0.3278849391
402	0.3275492282
403	0.327308819
404	0.3263069426
405	0.3261633318
406	0.3254652394
407	0.3248541596
408	0.323935536
409	0.3234943025
410	0.3228741883
411	0.3228094665
412	0.3226142388
413	0.3225533316
414	0.3224137855
415	0.3221429288
416	0.3220035956
417	0.321394797
418	0.320748001
419	0.3204955726
420	0.3199285832
421	0.3197195172
422	0.3188195214
423	0.3187352009
424	0.3182888548
425	0.3181943362
426	0.3180589126
427	0.3175094373
428	0.3174421413
429	0.3172402219
430	0.3171235858
431	0.3168377211
432	0.3167676091
433	0.3161430441
434	0.3155843298
435	0.3154504142
436	0.3153914193
437	0.3147417944
438	0.3144498144
439	0.3139807818
440	0.3139325271
441	0.3138886088
442	0.3136202937
443	0.313264189
444	0.3128341827
445	0.3121597653
446	0.3120073402
447	0.3117463617
448	0.3116782772
449	0.3111499347
450	0.3108344168
451	0.3106136776
452	0.3099983132
453	0.3097431258
454	0.3096871154
455	0.3096240679
456	0.309067578
457	0.3085342647
458	0.3080831466
459	0.3079647338
460	0.3079459103
461	0.3077212451
462	0.3076194234
463	0.3075532001
464	0.3069993009
465	0.3069367866
466	0.3067711436
467	0.3067023702
468	0.3065446689
469	0.3063864334
470	0.3061492819
471	0.3059173696
472	0.3057348268
473	0.305609873
474	0.3053418424
475	0.3052885144
476	0.3045603675
477	0.3044116497
478	0.3043307966
479	0.303785554
480	0.3036852668
481	0.3034182966
482	0.302935847
483	0.3022960233
484	0.3020578386
485	0.3013661989
486	0.3011367292
487	0.30102738
488	0.3009498535
489	0.3004397284
490	0.3002127456
491	0.2998798389
492	0.2995159636
493	0.2992687449
494	0.2990762045
495	0.2989202117
496	0.2985214228
497	0.2982969461
498	0.298081316
499	0.2976899774
500	0.2975018866
501	0.2972852921
502	0.2972697267
503	0.2969460475
504	0.2968886855
505	0.2967679986
506	0.2966544446
507	0.2964336335
508	0.2961221999
509	0.2958440016
510	0.2956514938
511	0.2955086318
512	0.2951003566
513	0.2950057993
514	0.294991896
515	0.2949352827
516	0.2947237382
517	0.2945857363
518	0.2941379323
519	0.2936805814
520	0.2933571144
521	0.2931130388
522	0.2924466841
523	0.2922042234
524	0.2918098343
525	0.2916808835
526	0.2912268355
527	0.2910962662
528	0.2910027986
529	0.2906181504
530	0.2905461943
531	0.2904237437
532	0.2903080651
533	0.2900968452
534	0.2898381661
535	0.2897880988
536	0.2895727299
537	0.2893983924
538	0.2893549966
539	0.2893105421
540	0.2892682644
541	0.2888326228
542	0.2887093699
543	0.2884723713
544	0.2881248203
545	0.2880402749
546	0.2878104872
547	0.2875099483
548	0.2873574723
549	0.2871996007
550	0.2871468221
551	0.2868482198
552	0.2865482002
553	0.2863814862
554	0.2858851093
555	0.2856630069
556	0.2855735051
557	0.2851775516
558	0.2849042671
559	0.2847637586
560	0.2847303769
561	0.2846869739
562	0.2845185965
563	0.2844767999
564	0.284425648
565	0.2841676217
566	0.2839656468
567	0.2837634103
568	0.2837122019
569	0.2836355176
570	0.283526066
571	0.2834306861
572	0.2829879109
573	0.2829505197
574	0.2828400645
575	0.2827925871
576	0.2827369094
577	0.282702976
578	0.282665519
579	0.2825266253
580	0.2824053435
581	0.2822927772
582	0.2822105298
583	0.2819710684
584	0.2818949886
585	0.2816465285
586	0.2813761791
587	0.2811485349
588	0.2809651853
589	0.2809253086
590	0.2808793073
591	0.2808280331
592	0.2806209436
593	0.2804814193
594	0.2804038821
595	0.2801958072
596	0.2799625068
597	0.2798376534
598	0.2796618086
599	0.2795508875
600	0.2793857743
601	0.2791144604
602	0.2790775385
603	0.2788876557
604	0.2785230445
605	0.2784936015
606	0.2782579267
607	0.2780191544
608	0.2777237993
609	0.2776167974
610	0.2774140591
611	0.2771803187
612	0.2770452827
613	0.2767550772
614	0.2767208493
615	0.2763557184
616	0.276148703
617	0.2759016738
618	0.2755945028
619	0.2751626878
620	0.2749189911
621	0.2748085142
622	0.274676153
623	0.2745299603
624	0.2742406834
625	0.2740832382
626	0.2740504039
627	0.2736401115
628	0.2735675985
629	0.2735258021
630	0.2730895952
631	0.2730535387
632	0.2727001971
633	0.2726587156
634	0.2725293296
635	0.2721385643
636	0.2720076688
637	0.2719686591
638	0.2717755258
639	0.2716448436
640	0.2714647683
641	0.2713425107
642	0.2712391021
643	0.2710642435
644	0.2707728858
645	0.2703825708
646	0.2701847766
647	0.2699931355
648	0.2695800225
649	0.2693794096
650	0.269326429
651	0.2692930665
652	0.2691301105
653	0.2690937644
654	0.2690755651
655	0.2687832294
656	0.2687582758
657	0.2685101731
658	0.2684718224
659	0.2683890387
660	0.2681660811
661	0.2681405797
662	0.2680434535
663	0.2678683182
664	0.2677998931
665	0.267606552
666	0.2674944474
667	0.267470768
668	0.2673465683
669	0.2673217265
670	0.267141572
671	0.2671123447
672	0.2670657981
673	0.2665716989
674	0.2663508821
675	0.26622529
676	0.2662022588
677	0.2659041681
678	0.2657517328
679	0.2652228682
680	0.2647580784
681	0.2646595122
682	0.2645562366
683	0.2645164645
684	0.2642462691
685	0.2637815316
686	0.2635160685
687	0.263099314
688	0.2629877264
689	0.2626801211
690	0.2625128367
691	0.2623231512
692	0.2622298474
693	0.2620733515
694	0.2616075917
695	0.2615342783
696	0.2613594429
697	0.2608797376
698	0.2606291921
699	0.2605999488
700	0.2603727113
701	0.2603445136
702	0.260238779
703	0.2600859514
704	0.259956118
705	0.2599253
706	0.2598805491
707	0.2597694908
708	0.2596066373
709	0.2595769716
710	0.259402649
711	0.2592735911
712	0.2591724117
713	0.2588470479
714	0.258609338
715	0.2583439942
716	0.258109932
717	0.2580606708
718	0.2580271191
719	0.2577272938
720	0.2576328217
721	0.2576106726
722	0.2575634041
723	0.257446849
724	0.257375073
725	0.2572586563
726	0.2571884113
727	0.2571623447
728	0.2570394969
729	0.2569285135
730	0.2568272297
731	0.2567993848
732	0.2565338662
733	0.2563796733
734	0.2563392568
735	0.2560450108
736	0.2559943487
737	0.2558733556
738	0.2557486967
739	0.2554145498
740	0.2553092894
741	0.2552288549
742	0.2551619309
743	0.2549722052
744	0.2548932409
745	0.2548321661
746	0.2547930548
747	0.2544756608
748	0.2544525575
749	0.2543828556
750	0.2542179456
751	0.2541069063
752	0.2540132816
753	0.2539788973
754	0.2538341337
755	0.2535764603
756	0.2534442872
757	0.2534178748
758	0.2532904708
759	0.2532050042
760	0.2531960706
761	0.253063011
762	0.2530221832
763	0.2528083033
764	0.2526296853
765	0.2522935307
766	0.2521342411
767	0.2519938394
768	0.2519277751
769	0.2518993112
770	0.2518706725
771	0.2517763318
772	0.251681702
773	0.2515846981
774	0.2512423789
775	0.2508558203
776	0.2507207566
777	0.2506772223
778	0.2504709295
779	0.2503704564
780	0.2503514973
781	0.2503351322
782	0.2502980205
783	0.2502541571
784	0.2502282603
785	0.25008802
786	0.2498641596
787	0.249627731
788	0.2494564593
789	0.2493103785
790	0.2491413046
791	0.2490524872
792	0.2490225483
793	0.248878143
794	0.2488273853
795	0.2486375175
796	0.2486176668
797	0.2484417004
798	0.2484092658
799	0.2483695306
800	0.2482283244
801	0.2479601212
802	0.2477799954
803	0.2477399014
804	0.2476285589
805	0.2474774445
806	0.2473043948
807	0.2472822375
808	0.2472600602
809	0.2472403896
810	0.2471577047
811	0.2470895659
812	0.2468639702
813	0.2466132078
814	0.24647696
815	0.2463506893
816	0.2463278304
817	0.2462963145
818	0.2462783329
819	0.2461791835
820	0.2460898476
821	0.2457946223
822	0.2456472364
823	0.245248614
824	0.2449562652
825	0.2449041402
826	0.2446235978
827	0.2446036845
828	0.2444163157
829	0.2443807593
830	0.2443607791
831	0.2442750285
832	0.2441472635
833	0.2440982096
834	0.2440820441
835	0.2440217231
836	0.2437816489
837	0.2433870491
838	0.2431738306
839	0.2431391527
840	0.2430357908
841	0.2429739378
842	0.2429466266
843	0.2429308975
844	0.2426906057
845	0.2426592886
846	0.2424989247
847	0.2423805111
848	0.2422297055
849	0.2422089877
850	0.2421470125
851	0.2419275962
852	0.2419038199
853	0.2416851639
854	0.2416286617
855	0.2415853087
856	0.2415671206
857	0.2415037034
858	0.2412957911
859	0.2412350002
860	0.2411957869
861	0.2411650562
862	0.2411427937
863	0.2409143124
864	0.2407069599
865	0.2406042515
866	0.2403752461
867	0.2401467247
868	0.2399188838
869	0.2399017778
870	0.2398753117
871	0.2394895367
872	0.2394284623
873	0.2393049383
874	0.2392491821
875	0.2391499221
876	0.239109214
877	0.2390059692
878	0.238718581
879	0.2386912618
880	0.2386190829
881	0.238499421
882	0.2383675555
883	0.2383269462
884	0.2380239135
885	0.2379627761
886	0.2378858434
887	0.2378426883
888	0.2377758433
889	0.2374968358
890	0.2373884863
891	0.2373477984
892	0.2372074616
893	0.2371713572
894	0.2371544855
895	0.2370685149
896	0.2369795771
897	0.2369254069
898	0.236785559
899	0.2367690129
900	0.2365639727
901	0.2365424888
902	0.2364811494
903	0.2362588934
904	0.2361842548
905	0.2361471754
906	0.2360568293
907	0.2360083439
908	0.2359902061
909	0.2356993
910	0.2356017911
911	0.2355878205
912	0.2355059157
913	0.235358419
914	0.2353234375
915	0.2350270169
916	0.2350101568
917	0.2349492397
918	0.2346319012
919	0.2344601804
920	0.2344472684
921	0.2343662428
922	0.2343474803
923	0.2341348434
924	0.2341130881
925	0.2340811127
926	0.2339772801
927	0.2339271216
928	0.2338947332
929	0.2337065083
930	0.2335594894
931	0.2335360147
932	0.2334478323
933	0.2333577537
934	0.2331010213
935	0.2330641352
936	0.2330387558
937	0.2327369598
938	0.2327121602
939	0.2326520526
940	0.2325457464
941	0.2325129426
942	0.2324814276
943	0.232421283
944	0.2323691988
945	0.2323137614
946	0.2322965078
947	0.232059095
948	0.2320343014
949	0.2319899352
950	0.2319531348
951	0.2318629545
952	0.2318357986
953	0.2318125125
954	0.2317514639
955	0.2317394626
956	0.2317195133
957	0.2314453723
958	0.2314177349
959	0.231381979
960	0.2312406301
961	0.2312170855
962	0.2311263045
963	0.2310060058
964	0.2309146921
965	0.2308028649
966	0.2306569984
967	0.2304644586
968	0.2303563419
969	0.2303136116
970	0.2302864366
971	0.2302673888
972	0.2301841239
973	0.2301532861
974	0.2299880061
975	0.2299064564
976	0.2298799858
977	0.2296635756
978	0.2296390843
979	0.2296105145
980	0.229510822
981	0.2293981752
982	0.2293371792
983	0.2292038994
984	0.229186397
985	0.2291478645
986	0.2289856192
987	0.2288212335
988	0.2287929988
989	0.2287168094
990	0.2286324741
991	0.2285467439
992	0.2285005504
993	0.2284548776
994	0.2284405324
995	0.2282104785
996	0.2281314862
997	0.228113081
998	0.227994491
999	0.2279715967
