iter	Logloss
241	0.4491568281
242	0.4490334278
243	0.4488460365
244	0.448592083
245	0.4484677072
246	0.4482579118
247	0.4481227478
248	0.4479320757
249	0.4477630689
250	0.4475719535
251	0.4474053113
252	0.4472394375
253	0.4470875147
254	0.4469474146
255	0.4467757477
256	0.4466714411
257	0.4464925327
258	0.4463423242
259	0.4461608739
260	0.4459995815
261	0.4458326437
262	0.4456751937
263	0.4455402365
264	0.4453645794
265	0.4452008929
266	0.4450819851
267	0.4449596784
268	0.4447801789
269	0.4446479114
270	0.4445472699
271	0.4444066082
272	0.4442720353
273	0.4441622903
274	0.4440530772
275	0.4439065633
276	0.4437770742
277	0.4436341367
278	0.4435264901
279	0.4434003705
280	0.4432486546
281	0.4431256384
282	0.4430171052
283	0.4428422757
284	0.4427069934
285	0.4425847458
286	0.4424652174
287	0.4423818667
288	0.4422468504
289	0.4421012232
290	0.442001764
291	0.4419087777
292	0.4417929144
293	0.4416909428
294	0.4415327243
295	0.4413507716
296	0.441225982
297	0.4411449663
298	0.4410496155
299	0.4409184121
300	0.440788391
301	0.4406518082
302	0.4404733432
303	0.4403603468
304	0.4403030359
305	0.4401503741
306	0.4400177519
307	0.4398948836
308	0.4397343301
309	0.4396535509
310	0.4395326628
311	0.4394279129
312	0.4392804531
313	0.4392032208
314	0.4390973181
315	0.4389949919
316	0.438824389
317	0.4387234815
318	0.4386151256
319	0.4385360607
320	0.4383979409
321	0.4382321854
322	0.4381441056
323	0.4380181042
324	0.4378779155
325	0.43775886
326	0.4376133214
327	0.4375096356
328	0.4373876539
329	0.4372621255
330	0.437160745
331	0.4370768032
332	0.4369427623
333	0.4368629289
334	0.4366503552
335	0.4365351421
336	0.4364423332
337	0.4363306373
338	0.4362307052
339	0.4361162606
340	0.4360361612
341	0.4358948197
342	0.4357870254
343	0.4357063349
344	0.4356316149
345	0.4355303231
346	0.4354316323
347	0.4352819854
348	0.4351757576
349	0.4350280318
350	0.4349086512
351	0.4347742852
352	0.434655141
353	0.4345822535
354	0.4344780356
355	0.4343601033
356	0.4342675604
357	0.4341780914
358	0.4340735188
359	0.4339529855
360	0.4337933778
361	0.4337135149
362	0.4336249917
363	0.433558991
364	0.4334804286
365	0.4334013045
366	0.433190179
367	0.433097311
368	0.4329920291
369	0.4328492689
370	0.4327550412
371	0.4326421927
372	0.432585266
373	0.4324866934
374	0.4324191558
375	0.432325401
376	0.4322041583
377	0.4320802555
378	0.4319774563
379	0.4318949332
380	0.4317372763
381	0.4316716007
382	0.4315964373
383	0.4315261213
384	0.4313979327
385	0.4312958133
386	0.4312169257
387	0.4311306489
388	0.4310377218
389	0.4309768935
390	0.4309108041
391	0.4307913348
392	0.430690516
393	0.4305915297
394	0.4305172826
395	0.4304530848
396	0.430360335
397	0.4302997432
398	0.4301948159
399	0.4301270714
400	0.4300093459
401	0.4298585167
402	0.4297661807
403	0.4296944754
404	0.4296188096
405	0.4295058428
406	0.4293703241
407	0.4292717516
408	0.4291395728
409	0.4290055614
410	0.4288959937
411	0.4288234609
412	0.4287272825
413	0.4286527103
414	0.4285950742
415	0.428406146
416	0.4282961053
417	0.4281951091
418	0.4281307932
419	0.4280450188
420	0.4279969001
421	0.4279196972
422	0.4278043659
423	0.4277005027
424	0.42764331
425	0.4274572192
426	0.4273947653
427	0.4272687935
428	0.4271869207
429	0.4270349683
430	0.4269347406
431	0.4268473406
432	0.4267764925
433	0.4266959793
434	0.4266214957
435	0.4265511501
436	0.4264630703
437	0.4263528819
438	0.4262662504
439	0.4261912644
440	0.4261470471
441	0.4260578442
442	0.4260011243
443	0.4259032612
444	0.4258314969
445	0.4257525206
446	0.425677505
447	0.4255630308
448	0.4254610297
449	0.4253352943
450	0.4252649487
451	0.4251815389
452	0.4251100702
453	0.4249546005
454	0.4248844027
455	0.4247584013
456	0.4246944104
457	0.4245803205
458	0.4244834032
459	0.4244089787
460	0.4243060022
461	0.4242324053
462	0.4241044827
463	0.423968166
464	0.4239033475
465	0.4238352778
466	0.4237574247
467	0.423708567
468	0.4236550985
469	0.4235400923
470	0.423423756
471	0.4233219322
472	0.4232378722
473	0.4231605216
474	0.4230205693
475	0.4229418295
476	0.4228465969
477	0.4228210893
478	0.4227278666
479	0.4226638166
480	0.4225346822
481	0.4224148286
482	0.4223041082
483	0.4222877336
484	0.4222279694
485	0.4220953768
486	0.4219623704
487	0.4218520047
488	0.4217918267
489	0.4217184958
490	0.4216592932
491	0.4215426909
492	0.4214466012
493	0.4213860389
494	0.4212970133
495	0.4211896328
496	0.421054587
497	0.4210263897
498	0.4209617781
499	0.4208863487
500	0.420796525
501	0.4207432929
502	0.4206344346
503	0.4205391429
504	0.4204419891
505	0.4204089149
506	0.4203352589
507	0.4202621349
508	0.42021576
509	0.420141838
510	0.4200927734
511	0.4200270387
512	0.4199641415
513	0.4199238849
514	0.4198602783
515	0.41979011
516	0.4197279221
517	0.4196955277
518	0.4195910142
519	0.4195223829
520	0.419429308
521	0.4193880169
522	0.4192960356
523	0.4192425966
524	0.4191511473
525	0.4190509196
526	0.4189473224
527	0.4188715383
528	0.418758808
529	0.418695556
530	0.4186334568
531	0.4185574067
532	0.4184875045
533	0.4183846758
534	0.4183169903
535	0.4181823583
536	0.4180928893
537	0.4179957651
538	0.4179429172
539	0.4178720691
540	0.4178113295
541	0.417750117
542	0.4176755152
543	0.4175749328
544	0.4175217894
545	0.4174442615
546	0.4174128424
547	0.4173453638
548	0.4172741019
549	0.4171770959
550	0.4171417458
551	0.4170290155
552	0.4169551822
553	0.4168149048
554	0.4167347462
555	0.4166810708
556	0.4166135922
557	0.4165522023
558	0.4164859356
559	0.4164186639
560	0.4163597864
561	0.4162559823
562	0.4162125927
563	0.4161449959
564	0.416082542
565	0.4160010534
566	0.4159591712
567	0.4159205106
568	0.4158565789
569	0.4157832185
570	0.415691917
571	0.4156456899
572	0.4156013544
573	0.4155375409
574	0.4154570573
575	0.4154220027
576	0.4153753027
577	0.41531143
578	0.4152132713
579	0.4151644432
580	0.4150716343
581	0.4149957615
582	0.4149004698
583	0.4148140452
584	0.414755818
585	0.4146595214
586	0.4145993434
587	0.4145598257
588	0.4144979334
589	0.4144373416
590	0.4143719024
591	0.4143004928
592	0.4142629259
593	0.4142054967
594	0.4141443137
595	0.4140725494
596	0.4139887849
597	0.4139653167
598	0.4138553647
599	0.413778487
600	0.413699363
601	0.4136562098
602	0.4136014112
603	0.4135443662
604	0.4134499612
605	0.4133763052
606	0.4133173095
607	0.4132466979
608	0.4131682241
609	0.4130731689
610	0.4129845571
611	0.4129225465
612	0.4128413831
613	0.4127852839
614	0.4126907903
615	0.4126100702
616	0.4125640204
617	0.4123975555
618	0.4123209438
619	0.4122377705
620	0.4121842724
621	0.4121339073
622	0.4120791678
623	0.4120308126
624	0.4119242005
625	0.4118534707
626	0.4117666027
627	0.4116927103
628	0.4115882855
629	0.4115799504
630	0.4115057329
631	0.411447949
632	0.4113930617
633	0.4113904902
634	0.4112998685
635	0.411182616
636	0.4111358273
637	0.4110804967
638	0.4110113924
639	0.4109575101
640	0.4108809871
641	0.4108047301
642	0.4106854381
643	0.4106401568
644	0.4105314758
645	0.4105025986
646	0.4104080754
647	0.4103532177
648	0.4103309908
649	0.4101830877
650	0.410118358
651	0.4100593918
652	0.4099781988
653	0.4099209174
654	0.4098782962
655	0.4098121477
656	0.4097601274
657	0.4096676436
658	0.4096266185
659	0.4095395732
660	0.4095178489
661	0.4094447545
662	0.4093951579
663	0.4093063687
664	0.4092562105
665	0.4091165834
666	0.4090719228
667	0.4090058925
668	0.408912256
669	0.4088339891
670	0.4087789245
671	0.4087268155
672	0.4086578295
673	0.4085658778
674	0.4085084486
675	0.4084330192
676	0.4083661613
677	0.4082770174
678	0.4082445639
679	0.4082094502
680	0.4081070057
681	0.4080196353
682	0.4079504129
683	0.4078683036
684	0.4077886771
685	0.407717563
686	0.4076541928
687	0.4075742412
688	0.407509807
689	0.4074419146
690	0.4073809681
691	0.4072968194
692	0.4071957641
693	0.4071465222
694	0.4070977828
695	0.4070411516
696	0.4069898111
697	0.4068904406
698	0.4068330705
699	0.4067598874
700	0.4067104386
701	0.4066274426
702	0.4064928401
703	0.4064270758
704	0.406384898
705	0.4063018429
706	0.4062421378
707	0.406160265
708	0.4060872593
709	0.4060472687
710	0.4060079875
711	0.4059204397
712	0.4058362614
713	0.4057579355
714	0.4056894224
715	0.4056556388
716	0.4055784655
717	0.4054809275
718	0.4054271929
719	0.4053585025
720	0.4053048566
721	0.4051118791
722	0.4050676027
723	0.4049964591
724	0.4049432861
725	0.4048912954
726	0.4048191172
727	0.4047313626
728	0.4046530366
729	0.4045232223
730	0.404440581
731	0.4043677822
732	0.4042863232
733	0.4041932482
734	0.4041451295
735	0.4040900944
736	0.4040048521
737	0.4039479549
738	0.403883432
739	0.4038404857
740	0.4037489773
741	0.4036621094
742	0.4036123945
743	0.4035704236
744	0.4035143836
745	0.4034519593
746	0.4033606873
747	0.4032500851
748	0.4031878381
749	0.4031025958
750	0.4030529401
751	0.4030209003
752	0.4029000123
753	0.4028444452
754	0.4027651734
755	0.4027096358
756	0.4026392311
757	0.4025748856
758	0.4025320871
759	0.4024374456
760	0.4023994058
761	0.4023627847
762	0.4023057397
763	0.4022069603
764	0.4020836486
765	0.4019932634
766	0.4019314302
767	0.4018808286
768	0.4018467199
769	0.4017894976
770	0.4017380684
771	0.4016679888
772	0.4015418988
773	0.401427602
774	0.4013628722
775	0.4012619056
776	0.4012093532
777	0.4011549684
778	0.4010837952
779	0.4010099619
780	0.4009502272
781	0.4008358122
782	0.4006735739
783	0.4006129526
784	0.4005625875
785	0.4004963799
786	0.4004211278
787	0.4003318953
788	0.4002428697
789	0.4001420508
790	0.4000924542
791	0.4000250052
792	0.3999341766
793	0.399869772
794	0.3997614752
795	0.3996790112
796	0.3995994439
797	0.3994225749
798	0.3993739241
799	0.39927346
800	0.3992008089
801	0.3991260593
802	0.3990745711
803	0.3990234375
804	0.398952885
805	0.3988756526
806	0.3988099179
807	0.3987439467
808	0.3986872565
809	0.3986150192
810	0.3985836592
811	0.3985417179
812	0.3984741211
813	0.3984271255
814	0.3983865733
815	0.3983154888
816	0.3982193695
817	0.3981787582
818	0.3981246394
819	0.3980729443
820	0.3980122342
821	0.3979000951
822	0.3978603705
823	0.3977805666
824	0.3977377386
825	0.3976752256
826	0.3975844265
827	0.3975189874
828	0.3974566813
829	0.3973931338
830	0.3973152807
831	0.397264827
832	0.3972189545
833	0.3971749146
834	0.3971138499
835	0.3970583419
836	0.3969943511
837	0.3969325474
838	0.3968642708
839	0.3968000435
840	0.3966938157
841	0.3966088099
842	0.3965379618
843	0.3964220689
844	0.39634327
845	0.3961653961
846	0.3960947549
847	0.396016961
848	0.3959331965
849	0.395880526
850	0.3957795002
851	0.3956775878
852	0.3956064146
853	0.3955820005
854	0.3955410641
855	0.3954626494
856	0.3953876929
857	0.3953252686
858	0.3952286173
859	0.3951530697
860	0.3950231372
861	0.3949503088
862	0.3949000915
863	0.3948478348
864	0.3947765729
865	0.3947459814
866	0.3947142077
867	0.3946013
868	0.3944500274
869	0.3943918593
870	0.3943377405
871	0.3942651781
872	0.3941553444
873	0.3940857968
874	0.3940130571
875	0.3939651452
876	0.3939045534
877	0.3938529765
878	0.3937873896
879	0.3937335072
880	0.393640521
881	0.3935774464
882	0.3935190418
883	0.3934568539
884	0.3933757496
885	0.3933208918
886	0.3932644675
887	0.3931760626
888	0.3931135201
889	0.3930518938
890	0.392951607
891	0.3928690839
892	0.3926776138
893	0.3926307955
894	0.3925639968
895	0.392448695
896	0.3923915318
897	0.3923297873
898	0.3922937573
899	0.3922363281
900	0.3921490168
901	0.3921168293
902	0.3920743263
903	0.3919263346
904	0.3918620186
905	0.3917887764
906	0.3916808343
907	0.3916250307
908	0.391578242
909	0.3915013939
910	0.3914541914
911	0.3913960824
912	0.3913421705
913	0.3912954705
914	0.3912532631
915	0.3911916959
916	0.3911080201
917	0.3910569161
918	0.3909999598
919	0.3909637821
920	0.3909108455
921	0.3908316033
922	0.3907852579
923	0.3907019664
924	0.3906623896
925	0.390591778
926	0.390536536
927	0.390508516
928	0.3904318156
929	0.3903704553
930	0.3902885234
931	0.3902053205
932	0.3901222063
933	0.3900528952
934	0.3899785003
935	0.3899230218
936	0.3898679867
937	0.3896503883
938	0.3896207722
939	0.3895553035
940	0.389473076
941	0.3894246025
942	0.3893658137
943	0.389318227
944	0.3892695171
945	0.3890647463
946	0.3889460455
947	0.3888812566
948	0.3888184776
949	0.3887560237
950	0.3886633921
951	0.3885943175
952	0.3885424154
953	0.3884634392
954	0.3883880098
955	0.3883221569
956	0.3882059684
957	0.3880447351
958	0.387858999
959	0.3878057965
960	0.3877498451
961	0.3876560608
962	0.3876003164
963	0.3875226111
964	0.3874658912
965	0.3874029053
966	0.3872287852
967	0.387137395
968	0.3870982025
969	0.3870076694
970	0.386867392
971	0.3867905143
972	0.3867264348
973	0.3866600498
974	0.3866023842
975	0.3865277528
976	0.3864693482
977	0.3864186285
978	0.3863594554
979	0.3862878684
980	0.3861080438
981	0.3860414223
982	0.3859524558
983	0.3858850364
984	0.3858340506
985	0.3857551926
986	0.3856905219
987	0.3856468367
988	0.3855789443
989	0.3855190914
990	0.3854672189
991	0.3854070705
992	0.3853576808
993	0.3852899066
994	0.3852237581
995	0.3850373718
996	0.3849930659
997	0.3849126414
998	0.3848132413
999	0.384741477
